mode,subset,sample_id,original_score,new_score,difference
mode_unspecified,abstract_algebra,abstract_algebra_83,0.0,1.0,1.0
mode_unspecified,abstract_algebra,abstract_algebra_92,0.0,1.0,1.0
mode_unspecified,abstract_algebra,abstract_algebra_34,0.0,1.0,1.0
mode_unspecified,college_chemistry,college_chemistry_56,0.0,1.0,1.0
mode_unspecified,college_chemistry,college_chemistry_23,,0.0,
mode_unspecified,college_mathematics,college_mathematics_65,0.0,1.0,1.0
mode_unspecified,college_mathematics,college_mathematics_96,0.0,1.0,1.0
mode_unspecified,college_mathematics,college_mathematics_18,0.0,1.0,1.0
mode_unspecified,college_physics,college_physics_80,0.0,1.0,1.0
mode_unspecified,high_school_chemistry,high_school_chemistry_52,0.0,1.0,1.0
mode_unspecified,high_school_mathematics,high_school_mathematics_249,0.0,1.0,1.0
mode_unspecified,high_school_physics,high_school_physics_98,0.0,1.0,1.0
mode_unspecified,high_school_physics,high_school_physics_142,0.0,1.0,1.0
mode_unspecified,high_school_physics,high_school_physics_2,0.0,1.0,1.0
mode_unspecified,high_school_physics,high_school_physics_111,0.0,1.0,1.0
mode_unspecified,high_school_physics,high_school_physics_138,0.0,1.0,1.0
mode_unspecified,high_school_physics,high_school_physics_82,0.0,1.0,1.0
mode_unspecified,high_school_statistics,high_school_statistics_10,0.0,1.0,1.0
mode_unspecified,high_school_statistics,high_school_statistics_38,0.0,1.0,1.0
mode_unspecified,high_school_statistics,high_school_statistics_130,0.0,1.0,1.0
