subset,model,sample_id,estimated_cost_usd,thinking_tokens,score_accuracy,run_duration_sec
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_9,13.364096825,367.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_42,57.24310403,1715.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_41,151.62544695600002,2533.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_91,254.130277638,272.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_65,342.348164057,829.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_50,375.674493928,317.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_1,331.70134502199994,815.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_70,343.7977700019999,4050.0,0.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_15,366.6312663719999,1329.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_78,425.57917481999993,779.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_73,493.741530017,271.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_10,454.32062421699993,1341.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_55,392.554269543,482.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_56,371.7947313909999,4346.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_72,372.34553605,216.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_45,399.373896757,726.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_48,434.9971667599998,342.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_92,374.2080242299999,1660.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_76,313.7433618259997,635.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_37,268.8713573089997,419.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_30,233.26161311199985,724.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_21,224.45133804199983,233.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_32,204.604278517,542.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_96,185.3706307720001,372.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_80,161.83882561600012,963.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_49,158.13717558600024,378.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_83,163.75012828100012,478.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_26,167.505025402,415.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_87,160.97729604799997,250.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_33,161.8483021909999,930.0,0.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_8,175.8390496799998,856.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_47,225.09499704899963,1577.0,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_high,abstract_algebra_59,301.8478912159994,845.0,1.0,
