mode,subset,sample_id,original_score,new_score,difference
mode_unspecified,abstract_algebra,abstract_algebra_10,0.0,1.0,1.0
mode_unspecified,abstract_algebra,abstract_algebra_92,0.0,1.0,1.0
mode_unspecified,abstract_algebra,abstract_algebra_33,0.0,1.0,1.0
mode_unspecified,abstract_algebra,abstract_algebra_34,0.0,1.0,1.0
mode_unspecified,college_chemistry,college_chemistry_1,0.0,1.0,1.0
mode_unspecified,college_chemistry,college_chemistry_92,0.0,1.0,1.0
mode_unspecified,college_chemistry,college_chemistry_32,0.0,1.0,1.0
mode_unspecified,college_chemistry,college_chemistry_47,0.0,1.0,1.0
mode_unspecified,college_chemistry,college_chemistry_98,0.0,1.0,1.0
mode_unspecified,college_chemistry,college_chemistry_40,0.0,1.0,1.0
mode_unspecified,college_chemistry,college_chemistry_18,0.0,1.0,1.0
mode_unspecified,college_mathematics,college_mathematics_26,0.0,1.0,1.0
mode_unspecified,college_mathematics,college_mathematics_85,0.0,1.0,1.0
mode_unspecified,college_physics,college_physics_66,0.0,1.0,1.0
mode_unspecified,college_physics,college_physics_59,0.0,1.0,1.0
mode_unspecified,elementary_mathematics,elementary_mathematics_249,0.0,1.0,1.0
mode_unspecified,high_school_chemistry,high_school_chemistry_37,0.0,1.0,1.0
mode_unspecified,high_school_chemistry,high_school_chemistry_66,0.0,1.0,1.0
mode_unspecified,high_school_chemistry,high_school_chemistry_192,0.0,1.0,1.0
mode_unspecified,high_school_chemistry,high_school_chemistry_52,0.0,1.0,1.0
mode_unspecified,high_school_chemistry,high_school_chemistry_42,0.0,1.0,1.0
mode_unspecified,high_school_chemistry,high_school_chemistry_12,0.0,1.0,1.0
mode_unspecified,high_school_chemistry,high_school_chemistry_136,0.0,1.0,1.0
mode_unspecified,high_school_mathematics,high_school_mathematics_249,0.0,1.0,1.0
mode_unspecified,high_school_mathematics,high_school_mathematics_168,0.0,1.0,1.0
mode_unspecified,high_school_physics,high_school_physics_98,0.0,1.0,1.0
mode_unspecified,high_school_physics,high_school_physics_67,0.0,1.0,1.0
mode_unspecified,high_school_physics,high_school_physics_101,0.0,1.0,1.0
mode_unspecified,high_school_physics,high_school_physics_111,0.0,1.0,1.0
mode_unspecified,high_school_physics,high_school_physics_2,0.0,1.0,1.0
mode_unspecified,high_school_physics,high_school_physics_83,0.0,1.0,1.0
mode_unspecified,high_school_physics,high_school_physics_137,0.0,1.0,1.0
mode_unspecified,high_school_physics,high_school_physics_127,0.0,1.0,1.0
mode_unspecified,high_school_statistics,high_school_statistics_133,0.0,1.0,1.0
mode_unspecified,high_school_statistics,high_school_statistics_36,0.0,1.0,1.0
mode_unspecified,high_school_statistics,high_school_statistics_45,0.0,1.0,1.0
mode_unspecified,high_school_statistics,high_school_statistics_171,0.0,1.0,1.0
mode_unspecified,high_school_statistics,high_school_statistics_38,0.0,1.0,1.0
mode_unspecified,high_school_statistics,high_school_statistics_130,0.0,1.0,1.0
