subset,model,sample_id,estimated_cost_usd,thinking_tokens,score_accuracy,run_duration_sec
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_42,9.271710402,369,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_9,27.890670843,173,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_91,59.456150393,375,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_41,111.90937107100001,806,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_65,149.52837536500002,247,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_50,172.253885413,119,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_1,180.837819978,247,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_70,155.632508477,183,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_15,139.02281475499998,477,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_78,130.48839910899997,279,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_73,116.86526485799999,121,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_10,144.54532669399998,1742,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_55,168.01624506999997,165,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_56,191.21632592399993,391,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_72,222.57522345399997,127,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_45,194.069601626,325,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_48,163.69210016900007,136,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_92,131.00673486000017,502,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_76,97.42259606700009,413,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_37,101.59399678500006,382,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_30,125.04239208800004,831,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_21,143.95449458400003,72,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_32,156.67601362100004,116,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_96,156.51475086000005,68,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_80,128.40679968100005,186,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_49,111.14704911399997,321,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_83,103.28837539999995,199,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_26,105.10830075199999,215,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_87,114.3776099339999,83,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_33,118.23355253099999,344,0.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_8,123.83437054900014,422,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_47,137.62535251200006,546,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_59,161.32633964000001,400,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_63,183.57253458700006,480,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_74,191.69062237599996,232,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_44,178.26274958199997,212,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_98,156.24848189400018,116,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_52,138.98806362599998,438,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_85,131.17291752300002,276,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_12,134.5063643640001,236,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_36,140.33069045899992,81,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_23,130.03304239399995,132,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_39,115.98424539799998,163,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_40,96.37086656499991,106,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_18,75.33270187699986,163,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_66,68.99959282099985,327,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_61,66.79422189399975,350,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_60,70.41531317199974,316,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_7,80.4893558729998,459,0.0,
abstract_algebra,ollama_gpt-oss:20b_think_medium,abstract_algebra_34,96.21206243399979,763,0.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_9,5.593739951000089,387,0.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_41,32.51453821300015,1158,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_42,66.24078433700015,302,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_91,103.11091645300007,215,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_65,132.9285395259999,210,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_50,126.73162573699983,257,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_1,109.1772296019999,171,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_70,90.99928989799992,308,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_15,77.46949260299994,313,0.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_78,76.94869973799996,242,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_73,80.6558360649999,111,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_10,87.151086524,379,0.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_55,84.96090695099997,142,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_56,89.882446201,687,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_72,100.58799808699996,397,0.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_45,108.05018122799993,404,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_48,123.2711859970002,319,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_92,171.0268018810002,3312,0.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_76,210.2193067980004,194,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_37,238.6071249380002,82,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_30,263.656510539,78,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_21,207.6195222450001,222,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_32,166.81580248299997,563,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_96,139.51081324200004,400,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_80,115.47239152700013,126,0.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_49,133.84505982600012,88,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_83,151.39208922700027,1709,0.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_26,189.12409415300044,2524,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_87,226.27549308800053,514,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_33,267.6789984310003,517,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_8,284.6815469769999,450,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_47,253.1955628999999,230,0.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_59,217.2749779239998,117,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_63,174.1427250329998,86,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_74,131.7742335930002,40,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_44,108.55990080100037,165,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_98,99.5562787050003,857,0.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_52,98.6425646710004,256,0.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_85,127.61997538000014,759,0.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_12,185.26732581899978,1677,0.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_36,268.1794215529999,1748,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_23,389.00628013100004,2890,0.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_39,476.1564046180001,160,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_40,513.8830516330004,269,1.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_18,465.4498803680003,139,0.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_66,328.092576687,196,0.0,
college_chemistry,ollama_gpt-oss:20b_think_medium,college_chemistry_61,220.05894969400015,395,1.0,
